Country Name,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Barbados,BRB,2013,YR2013,99.3,100,100,100,4.47088292873395,0,0,391.6627,3.40036919145895,1015.84,11518.24046
Barbados,BRB,2014,YR2014,99.36,100,100,100,3.87779935161732,0,0,367.2428,3.15661695398056,1009.58,11634.0628386
Barbados,BRB,2015,YR2015,99.41,100,100,100,3.78336014014944,0,0,315.0794,2.78635820637435,1029.29,11307.928725
Barbados,BRB,2016,YR2016,99.44,100,100,100,..,..,..,..,..,..,..
Belarus,BLR,2007,YR2007,96.75,100,100,100,9.32464600962865,50,0.157089446730969,44995.27,6.62227569372791,31829,679453.288884
Belarus,BLR,2008,YR2008,96.93,100,100,100,8.47341451903343,73,0.208285779502397,45090.91,6.48734726181925,35048,695059.292808
Belarus,BLR,2009,YR2009,97.19,100,100,100,8.02913468995465,105,0.345667632341322,45526.67,6.77864120236616,30376,671619.409272
Belarus,BLR,2010,YR2010,97.43,100,100,100,7.73263489946284,130,0.372546210058748,50056.72,7.01637018392482,34895,713427.5799
Belarus,BLR,2011,YR2011,97.57,100,100,100,7.81135936914023,138,0.428571428571429,52505.01,7.37848342362358,32200,711596.231712
Belarus,BLR,2012,YR2012,97.69,100,100,100,7.9804333108178,171,0.555212831585441,53332.43,7.24939399554935,30799,735681.217392
Belarus,BLR,2013,YR2013,97.85,100,100,100,7.06140783120911,266,0.844256831815152,51743.51,7.00920866865618,31507,738221.851368
Belarus,BLR,2014,YR2014,97.91,100,100,100,6.83291645216428,251,0.722614078019289,47255.94,6.63418060132312,34735,712310.12298
Belarus,BLR,2015,YR2015,98.01,100,100,100,6.47006816492061,278,0.815679830995834,44549.43,6.7708695317313,34082,657957.29472
Belarus,BLR,2016,YR2016,98.18,100,100,100,..,..,..,..,..,..,..
Belgium,BEL,2007,YR2007,100,100,100,100,5.41318352657469,3486,3.98272552783109,46372.26,3.32908124864994,87528,1392944.675616
Belgium,BEL,2008,YR2008,100,100,100,100,5.53509470263218,4418,5.2857638515009,56267.56,3.91175029674187,83583,1438424.12556
Belgium,BEL,2009,YR2009,100,100,100,100,5.44010323385748,5439,6.05638821459591,66733.06,4.83345935359174,89806,1380648.002148
Belgium,BEL,2010,YR2010,100,100,100,100,5.69871674566424,6494,6.92080611298797,86011.18,5.83739147556669,93833,1473452.317872
Belgium,BEL,2011,YR2011,100,100,100,100,5.21362674900748,8377,9.41087918754353,89948.52,6.63206514838302,89014,1356267.135312
Belgium,BEL,2012,YR2012,100,100,100,100,4.98387304650547,10458,12.8128790384827,106269.8,7.75872906587017,81621,1369680.512076
Belgium,BEL,2013,YR2013,100,100,100,100,5.16431552309613,11675,14.2093861058371,116093.9,8.12943452255499,82183,1428068.578176
Belgium,BEL,2014,YR2014,100,100,100,100,4.78244046666339,12213,17.0806411009482,120885.3,9.07399509752252,71455,1332216.94194
Belgium,BEL,2015,YR2015,100,100,100,100,4.74127411057829,14466,20.8000230056939,128345.2,9.20164053078148,69548,1394807.801616
Belgium,BEL,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Belize,BLZ,2007,YR2007,82.07,84.8423673652002,90.4782562255859,97.1555862426758,5.05024120948832,179.177,82.2754469021063,3109.843,32.3106883308948,217.777,9624.811976
Belize,BLZ,2008,YR2008,82.48,85.1897794999605,90.6150207519531,97.1131362915039,4.59428081589416,206.545,94.7475859538063,3141.13,34.0629221378729,217.995,9221.551772
Belize,BLZ,2009,YR2009,82.82,85.5611970134736,90.7728118896484,97.0831909179688,5.35545092052362,187.591389,79.2914214469014,2937.483,26.617188634872,236.584722,11036.0378036
Belize,BLZ,2010,YR2010,83.31,83.0399206545996,89.9172243747798,96.999642510597,5.05688535848823,262.985,63.3809520940405,3558.571,33.7103437031445,414.9275,10556.3177621
Belize,BLZ,2011,YR2011,83.78,87.2227151730257,91.6817359855335,96.3133640552995,5.44511993260269,244.446111,62.941598469924,3686.776,31.0237604383144,388.369722,11883.7173441
Belize,BLZ,2012,YR2012,84.17,86.7662835786619,91.3423233032227,97.0504760742188,4.6943684369337,208.460556,49.1940058214813,3870.41,37.1144939641158,423.751944,10428.2979144
Belize,BLZ,2013,YR2013,84.54,87.1814345802107,91.5541839599609,97.0526657104492,4.84899451917026,207.07,55.8130131931025,3682.176,34.6588616999766,371.006667,10624.0534726
Belize,BLZ,2014,YR2014,84.84,87.5975537323186,91.7720565795898,97.0584259033203,4.52927883432873,204.881389,50.7054753739704,3977.663,36.9061680129115,404.061666888889,10777.772969029
Belize,BLZ,2015,YR2015,85.18,87.5,91.8,96.9,5.10670546242561,188.630277777778,45.2399304748245,4279.87,35.0236296024311,416.955277777778,12219.9499269
Belize,BLZ,2016,YR2016,85.43,88.4200865737024,92.2143173217773,97.0738220214844,..,..,..,..,..,..,..
Benin,BEN,2007,YR2007,3.91,10.7507768430683,29.3367118835449,56.4130935668945,8.79337179745273,3,1.36363636363636,63858.71,54.4860957112598,220,117201.846024
Benin,BEN,2008,YR2008,4.19,11.5527283587661,30.6212387084961,57.9729804992676,8.56937563057823,3,1.31004366812227,65623.18,54.7576222431712,229,119843.005068
Benin,BEN,2009,YR2009,4.46,12.3655762630518,31.9267921447754,59.5453681945801,8.78718414049568,1,0.78125,67368.17,52.8278434772848,128,127523.982744
Benin,BEN,2010,YR2010,4.78,13.9,34.2,65.4,9.14201724642486,1,0.869565217391304,61005.93,48.1172541013029,150,126785.975508
Benin,BEN,2011,YR2011,4.99000000000001,12.4,36.9,67,9.12302418951263,0,0,62604.38,49.4518135956395,155,126596.732148
Benin,BEN,2012,YR2012,5.34,14.5,38.4,68.6,9.03123337825779,0,0,64488.15,51.1460156133676,162,126086.361228
Benin,BEN,2013,YR2013,5.58,15.6290358757832,37.2992057800293,65.924186706543,8.83196748169947,0,0,72052.86,52.710999690266,173,136694.163312
Benin,BEN,2014,YR2014,5.85,13.7,34.1,55.8,8.61562266942328,0,0,74183.77,52.5379882071749,184,141200.24868
Benin,BEN,2015,YR2015,6.06,17.2087337988868,40.0334777832031,69.1421661376953,9.07481537036461,19,5.55555555555556,76473.18,50.8626179373594,342,150352.426008
Benin,BEN,2016,YR2016,6.44,17.9698002077629,41.4026145935059,70.7523498535156,..,..,..,..,..,..,..
Bermuda,BMU,2007,YR2007,..,..,100,100,2.73517271516735,0,0,118.5315,2.36027312154267,734.9,5021.94
Bermuda,BMU,2008,YR2008,..,..,100,100,2.38256582503066,0,0,110.2591,2.27781702943461,727,4840.56
Bermuda,BMU,2009,YR2009,..,..,100,100,1.84057288242962,0,0,126.3951,2.60835899285589,746,4845.77086
Bermuda,BMU,2010,YR2010,..,..,100,100,2.30820179597503,0,0,116.4132,2.39176852046561,742.4,4867.24359
Bermuda,BMU,2011,YR2011,..,..,100,100,1.75734506412522,0,0,109.1492,2.31664705312181,725.9,4711.516148
Bermuda,BMU,2012,YR2012,..,..,100,100,2.03806082621382,0,0,95.55692,2.13500466516013,692,4475.724178
Bermuda,BMU,2013,YR2013,..,..,100,100,1.94581472072074,0,0,93.66656,1.92816579253939,673,4857.806334
Bermuda,BMU,2014,YR2014,..,..,100,100,2.29846336184892,0,0,105.5342,1.99479860849385,710,5290.4689
Bermuda,BMU,2015,YR2015,..,..,100,100,2.02626602134179,0,0,123.3681,2.3595880074697,674.3,5228.374598
Bermuda,BMU,2016,YR2016,..,..,100,100,..,..,..,..,..,..,..
BES Islands,BES,2007,YR2007,..,..,..,..,..,..,..,..,..,0,..
BES Islands,BES,2008,YR2008,..,..,..,..,..,..,..,..,..,0,..
BES Islands,BES,2009,YR2009,..,..,..,..,..,..,..,..,..,0,..
BES Islands,BES,2010,YR2010,..,..,..,..,..,..,..,..,..,0,..
BES Islands,BES,2011,YR2011,..,..,..,..,..,..,..,..,..,0,..
BES Islands,BES,2012,YR2012,..,..,..,..,..,0,0,89.68408,2.45762765045125,113.7,3649.2135
BES Islands,BES,2013,YR2013,..,..,..,..,..,0,0,100.653,2.7136087669732,116.3,3709.1935
BES Islands,BES,2014,YR2014,..,..,..,..,..,2.2,1.77,112.5079,3.02528950996037,120,3718.9135
BES Islands,BES,2015,YR2015,..,..,..,..,..,..,..,112.7886,2.96987679690112,126.7,3797.7535
BES Islands,BES,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,2007,YR2007,41.81,60.3,71.8,98.73,13.7378906050228,6560,99.9695214873514,46698.63,92.1868266845302,6562,50656.511
Bhutan,BTN,2008,YR2008,43.54,55.8383683500876,70.0135040283203,98.4882659912109,13.6392183029328,6961,99.9985634454325,48451.87,91.9994765251437,6961.1,52665.37575
Bhutan,BTN,2009,YR2009,44.98,61.9150560036457,74.4616470336914,98.8059692382813,13.2003774667314,6998,99.998571040711,50356.78,92.606017618535,6998.1,54377.4382
Bhutan,BTN,2010,YR2010,46.33,62.4275782155272,73.2829108748978,99.3055555555555,12.5510916601707,7328,99.9959062811293,51448.39,90.8904179206477,7328.3,56604.8558
Bhutan,BTN,2011,YR2011,47.2,74.5484989295816,83.4089965820313,99.4480743408203,11.7594234696087,7067.2,99.9957552175451,52701.73,89.6053320733458,7067.5,58815.395
Bhutan,BTN,2012,YR2012,48.11,87.3,91.5,99.6,11.5600743387308,6826.5,99.997070326805,53467.95,88.0423063931459,6826.7,60729.83795
Bhutan,BTN,2013,YR2013,49.76,87.9805596580004,92.4044189453125,99.8921813964844,11.6454357357287,7639.64,99.9934556173054,54203.72,87.0378362103585,7640.14,62276.04265
Bhutan,BTN,2014,YR2014,50.65,95.0444366708553,96.9126434326172,99.974006652832,11.0601641482083,7003.36,99.9928610794619,55164.73,87.0256180016119,7003.86,63389.0701
Bhutan,BTN,2015,YR2015,51.75,97.4324637303705,98.4235229492188,99.9970550537109,10.4079225807329,7747.154,99.9935464335397,54615.38,86.9045483179462,7747.654,62845.24925
Bhutan,BTN,2016,YR2016,52.5,100,100,100,..,..,..,..,..,..,..
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: Sustainable Energy for All,,,,,,,,,,,,,,
Last Updated: 06/30/2018,,,,,,,,,,,,,,
